formulaRank,molecularFormula,adduct,precursorFormula,ZodiacScore,SiriusScoreNormalized,SiriusScore,TreeScore,IsotopeScore,numExplainedPeaks,explainedIntensity,medianMassErrorFragmentPeaks(ppm),medianAbsoluteMassErrorFragmentPeaks(ppm),massErrorPrecursor(ppm),lipidClass,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
5,C10H25FN6O,[M + H]+,C10H26FN6O+,,0.000,21.966,21.428,0.538,19,0.706,1.693,4.614,7.696,,265.217,782,13.025,745832846148897911,745741736141956187,6248,
6,C12H30N3OS,[M + H]+,C12H31N3OS+,,0.000,11.675,11.675,0.000,15,0.426,-5.564,6.410,-5.768,,265.217,782,13.025,745832846148897912,745741736141956187,6248,
7,C11H29N4OP,[M + H]+,C11H30N4OP+,,0.000,11.672,10.373,1.299,17,0.659,0.798,5.583,5.771,,265.217,782,13.025,745832846148897913,745741736141956187,6248,
8,C10H28N6S,[M + H]+,C10H29N6S+,,0.000,3.366,3.366,0.000,12,0.279,-5.377,5.377,-0.705,,265.217,782,13.025,745832846148897914,745741736141956187,6248,
1,C16H32O3,[M + Na]+,C16H32NaO3+,,1.000,100.470,99.518,0.953,17,0.722,8.564,8.564,8.475,,295.227,782,13.033,745832839622559859,745741773257359675,8099,
2,C19H30N,[M + Na]+,C19H30NNa+,,0.000,31.332,29.192,2.140,8,0.415,-2.921,2.921,-0.603,,295.227,782,13.033,745832839622559860,745741773257359675,8099,
3,C14H29FN4,[M + Na]+,C14H29FN4Na+,,0.000,29.661,27.772,1.889,11,0.514,-2.331,2.909,0.074,,295.227,782,13.033,745832839622559861,745741773257359675,8099,
4,C15H33N2P,[M + Na]+,C15H33N2NaP+,,0.000,24.773,22.426,2.347,8,0.415,-2.921,2.921,-1.655,,295.227,782,13.033,745832839622559862,745741773257359675,8099,
5,C15H36Si2,[M + Na]+,C15H36NaSi2+,,0.000,12.468,12.468,0.000,5,0.263,9.801,9.801,7.089,,295.227,782,13.033,745832839622559863,745741773257359675,8099,
1,C13H32N3O4,[M + H]+,C13H33N3O4+,,0.937,138.867,136.924,1.942,28,0.503,-3.315,4.236,-1.366,,295.246,782,13.033,745832850372562569,745741773429326175,8108,
2,C11H30N6O3,[M + H]+,C11H31N6O3+,,0.063,136.174,136.174,0.000,30,0.527,3.108,4.318,3.182,,295.246,782,13.033,745832850372562570,745741773429326175,8108,
3,C9H28N9O2,[M + H]+,C9H29N9O2+,,0.000,99.597,99.597,0.000,28,0.471,7.057,8.717,7.730,,295.246,782,13.033,745832850372562571,745741773429326175,8108,
4,C16H32F2O2,[M + H]+,C16H33F2O2+,,0.000,87.103,85.809,1.294,21,0.365,7.378,7.427,6.238,,295.246,782,13.033,745832850372562572,745741773429326175,8108,
5,C18H34OSi,[M + H]+,C18H35OSi+,,0.000,57.314,57.314,0.000,15,0.277,4.439,4.439,3.340,,295.246,782,13.033,745832850372562573,745741773429326175,8108,
6,C14H28N7,[M + H]+,C14H29N7+,,0.000,24.477,22.723,1.754,13,0.285,-6.858,9.603,-5.895,,295.246,782,13.033,745832850372562574,745741773429326175,8108,
7,C19H34S,[M + H]+,C19H35S+,,0.000,24.296,24.296,0.000,8,0.209,3.397,3.697,2.561,,295.246,782,13.033,745832850372562575,745741773429326175,8108,
8,C16H30N4O,[M + H]+,C16H31N4O+,,0.000,17.463,16.096,1.367,7,0.082,-8.594,9.252,-10.443,,295.246,782,13.033,745832850372562576,745741773429326175,8108,
9,C10H31N8P,[M + H]+,C10H32N8P+,,0.000,13.923,13.923,0.000,11,0.270,-7.287,9.603,-6.948,,295.246,782,13.033,745832850372562577,745741773429326175,8108,
1,C19H38N2O3,[M + Na]+,C19H38N2NaO3+,,1.000,14.859,14.859,0.000,5,0.698,-2.492,2.492,-0.746,,365.277,783,13.045,745832848069889500,745741862117901451,12407,
2,C17H36N5O2,[M + Na]+,C17H36N5NaO2+,,0.000,2.730,2.730,0.000,6,0.769,2.156,4.795,2.929,,365.277,783,13.045,745832848069889501,745741862117901451,12407,
3,C15H34N8O,[M + Na]+,C15H34N8NaO+,,0.000,2.611,2.611,0.000,5,0.677,1.058,4.477,6.605,,365.277,783,13.045,745832848069889502,745741862117901451,12407,
4,C13H32N11,[M + Na]+,C13H32N11Na+,,0.000,-5.009,-5.009,0.000,1,0.152,5.456,5.456,10.281,,365.277,783,13.045,745832848069889503,745741862117901451,12407,
5,C20H40NOS,[M + Na]+,C20H40NNaOS+,,0.000,-6.254,-6.254,0.000,0,0.000,9.276,9.276,13.441,,365.277,783,13.045,745832848069889504,745741862117901451,12407,
6,C5H30N18,[M + Na]+,C5H30N18Na+,,0.000,-6.914,-6.914,0.000,0,0.000,-9.948,9.948,-5.783,,365.277,783,13.045,745832848069889505,745741862117901451,12407,
1,C24H51NO8,[M + H]+,C24H52NO8+,,1.000,33.779,33.004,0.775,15,0.824,0.472,2.657,0.063,,482.369,783,13.045,745832845591055299,745741991474455202,18433,
2,C25H47N5O4,[M + H]+,C25H48N5O4+,,0.000,24.368,24.368,0.000,15,0.827,0.610,3.687,-2.710,,482.369,783,13.045,745832845591055300,745741991474455202,18433,
3,C22H48FN5O5,[M + H]+,C22H49FN5O5+,,0.000,13.710,12.243,1.467,15,0.827,-0.535,3.758,-5.079,,482.369,783,13.045,745832845591055301,745741991474455202,18433,
4,C23H52N3O5P,[M + H]+,C23H53N3O5P+,,0.000,11.265,10.260,1.005,15,0.827,-0.535,4.304,-6.137,,482.369,783,13.045,745832845591055302,745741991474455202,18433,
5,C26H45F2N5O,[M + H]+,C26H46F2N5O+,,0.000,2.740,2.740,0.000,13,0.554,-0.089,4.218,4.728,,482.369,783,13.045,745832845591055303,745741991474455202,18433,
6,C23H44FN9O,[M + H]+,C23H45FN9O+,,0.000,-0.520,-0.520,0.000,17,0.623,-3.558,6.599,-7.851,,482.369,783,13.045,745832845591055304,745741991474455202,18433,
1,C19H38N2O3,[M + H]+,C19H39N2O3+,,1.000,52.010,51.430,0.581,12,0.843,-2.919,3.591,2.793,,343.296,783,13.046,745832864217960506,745741833722458139,11099,
2,C17H36N5O2,[M + H]+,C17H37N5O2+,,0.000,22.712,22.373,0.338,6,0.736,-2.919,5.805,6.704,,343.296,783,13.046,745832864217960507,745741833722458139,11099,
3,C15H34N8O,[M + H]+,C15H35N8O+,,0.000,22.477,22.477,0.000,10,0.831,2.535,9.892,10.615,,343.296,783,13.046,745832864217960508,745741833722458139,11099,
4,C24H38O,[M + H]+,C24H39O+,,0.000,9.336,9.336,0.000,3,0.028,-10.509,10.509,-8.925,,343.296,783,13.046,745832864217960509,745741833722458139,11099,
5,C7H32N15O,[M + H]+,C7H33N15O+,,0.000,5.856,5.665,0.191,8,0.118,-3.296,7.201,-6.478,,343.296,783,13.046,745832864217960510,745741833722458139,11099,
6,C18H39N4P,[M + H]+,C18H40N4P+,,0.000,-1.214,-2.310,1.095,3,0.711,-9.006,9.747,-5.919,,343.296,783,13.046,745832864217960511,745741833722458139,11099,
7,C22H36N3,[M + H]+,C22H37N3+,,0.000,-4.174,-4.174,0.000,0,0.000,-5.737,5.737,-5.014,,343.296,783,13.046,745832864217960512,745741833722458139,11099,
8,C5H30N18,[M + H]+,C5H31N18+,,0.000,-6.063,-6.063,0.000,5,0.098,-3.293,8.212,-2.567,,343.296,783,13.046,745832864217960513,745741833722458139,11099,
1,C15H26O,[M + H3N + H]+,C15H30NO+,,1.000,21.060,21.060,0.000,6,0.588,-4.371,6.157,6.169,,240.234,783,13.052,745832846497025198,745741709747195835,4928,
1,C14H31NO,[M + H]+,C14H32NO+,,1.000,12.142,10.819,1.323,7,0.995,-4.519,5.408,7.653,,230.250,783,13.053,745833225238484872,745741700163209271,4447,
2,C12H29N4,[M + H]+,C12H30N4+,,0.000,-4.281,-4.506,0.224,0,0.000,8.302,8.302,13.485,,230.250,783,13.053,745833225238484873,745741700163209271,4447,
1,C10H18N4O3S2,[M + Na]+,C10H18N4NaO3S2+,,0.981,37.625,37.625,0.000,21,0.758,4.263,5.692,4.468,,329.073,784,13.062,745832864465424480,745741814609011075,10165,
2,C12H16F2N2O3S,[M + Na]+,C12H16F2N2NaO3S+,,0.010,33.072,33.072,0.000,17,0.602,-3.245,3.683,-4.458,,329.073,784,13.062,745832864465424481,745741814609011075,10165,
3,C12H20NO4S2,[M + Na]+,C12H20NNaO4S2+,,0.006,32.603,32.603,0.000,21,0.660,-1.934,2.664,0.388,,329.073,784,13.062,745832864465424482,745741814609011075,10165,
4,C14H14N2O6,[M + Na]+,C14H14N2NaO6+,,0.002,31.392,31.054,0.338,15,0.683,-3.746,6.372,-5.116,,329.073,784,13.062,745832864465424483,745741814609011075,10165,
5,C14H17ClF2O3,[M + Na]+,C14H17ClF2NaO3+,,0.000,26.356,26.356,0.000,18,0.624,-0.453,2.435,0.225,,329.073,784,13.062,745832864465424484,745741814609011075,10165,
6,C9H14N4O8,[M + Na]+,C9H14N4NaO8+,,0.000,26.172,26.172,0.000,15,0.695,4.976,6.864,7.109,,329.073,784,13.062,745832864465424485,745741814609011075,10165,
7,C12H19O7P,[M + Na]+,C12H19NaO7P+,,0.000,24.260,24.260,0.000,15,0.120,-2.300,3.658,-10.140,,329.073,784,13.062,745832864465424486,745741814609011075,10165,
8,C17H16ClFO2,[M + Na]+,C17H16ClFNaO2+,,0.000,22.772,22.772,0.000,11,0.569,4.615,4.615,3.698,,329.073,784,13.062,745832864465424487,745741814609011075,10165,
9,C15H15FN2O2S,[M + Na]+,C15H15FN2NaO2S+,,0.000,22.484,22.484,0.000,14,0.611,-2.835,2.835,-0.985,,329.073,784,13.062,745832864465424488,745741814609011075,10165,
10,C11H16NO9,[M + Na]+,C11H16NNaO9+,,0.000,21.844,21.844,0.000,15,0.604,1.369,3.401,3.028,,329.073,784,13.062,745832864465424489,745741814609011075,10165,
1,C9H10,[M + H]+,C9H11+,,0.976,24.319,22.757,1.561,3,0.939,1.027,4.709,8.702,,119.087,784,13.063,745832836858513191,745741619578030891,540,
2,C6H11FO,[M + H]+,C6H12FO+,,0.024,20.627,18.635,1.992,3,0.939,-8.765,8.765,-0.895,,119.087,784,13.063,745832836858513192,745741619578030891,540,
3,C4H9FN3,[M + H]+,C4H10FN3+,,0.000,12.321,11.930,0.391,2,0.853,4.140,4.140,10.380,,119.087,784,13.063,745832836858513193,745741619578030891,540,
4,C5H13NP,[M + H]+,C5H14NP+,,0.000,5.160,3.461,1.698,2,0.853,-0.147,3.543,6.093,,119.087,784,13.063,745832836858513194,745741619578030891,540,
1,C14H22O2,[M + K]+,C14H22KO2+,,1.000,18.558,18.558,0.000,4,0.207,-6.250,6.250,2.159,,261.126,784,13.063,745832848506097170,745741731331088535,6007,
2,C11H23FO3,[M + K]+,C11H23FKO3+,,0.000,7.861,7.861,0.000,4,0.264,-5.812,5.812,-2.217,,261.126,784,13.063,745832848506097171,745741731331088535,6007,
3,C12H20N3O,[M + K]+,C12H20KN3O+,,0.000,4.712,4.712,0.000,5,0.240,-6.031,7.193,7.301,,261.126,784,13.063,745832848506097172,745741731331088535,6007,
4,C10H25NO2P,[M + K]+,C10H25KNO2P+,,0.000,1.757,1.757,0.000,4,0.207,-8.078,8.078,0.969,,261.126,784,13.063,745832848506097173,745741731331088535,6007,
5,C11H24F2Si,[M + K]+,C11H24F2KSi+,,0.000,-1.632,-1.632,0.000,1,0.223,4.242,4.242,3.868,,261.126,784,13.063,745832848506097174,745741731331088535,6007,
6,C8H23N4OP,[M + K]+,C8H23KN4OP+,,0.000,-4.218,-4.218,0.000,0,0.000,6.104,6.104,6.111,,261.126,784,13.063,745832848506097175,745741731331088535,6007,
1,C2H10N6,[M + H]+,C2H11N6+,,1.000,32.094,32.094,0.000,5,0.692,-0.428,5.428,6.299,,119.105,784,13.064,745833226660353967,745741619850660699,552,
2,C4H12N3O,[M + H]+,C4H13N3O+,,0.000,13.971,13.308,0.663,4,0.132,-9.082,9.082,-4.974,,119.105,784,13.064,745833226660353968,745741619850660699,552,
3,C6H14O2,[M + H]+,C6H15O2+,,0.000,8.411,7.162,1.249,1,0.028,-12.765,12.765,-16.247,,119.105,784,13.064,745833226660353969,745741619850660699,552,
1,C15H26FNO3,[M + H]+,C15H27FNO3+,,0.998,41.471,37.914,3.556,13,0.701,1.496,4.447,-3.770,,288.196,784,13.064,745832844085299836,745741764013111815,7637,
2,C18H25NO2,[M + H]+,C18H26NO2+,,0.002,35.057,33.403,1.654,12,0.607,2.263,5.739,0.195,,288.196,784,13.064,745832844085299837,745741764013111815,7637,
3,C15H27O5,[M + H]+,C15H28O5+,,0.000,25.587,24.172,1.416,9,0.511,2.636,4.241,9.495,,288.196,784,13.064,745832844085299838,745741764013111815,7637,
4,C16H23N4O,[M + H]+,C16H24N4O+,,0.000,24.045,23.056,0.989,10,0.507,4.848,6.602,4.854,,288.196,784,13.064,745832844085299839,745741764013111815,7637,
5,C14H28N2O2P,[M + H]+,C14H29N2O2P+,,0.000,13.437,9.864,3.573,10,0.516,2.566,4.377,-0.883,,288.196,784,13.064,745832844085299840,745741764013111815,7637,
6,C11H22FN7O,[M + H]+,C11H23FN7O+,,0.000,12.712,11.827,0.885,10,0.507,5.541,5.541,5.548,,288.196,784,13.064,745832844085299841,745741764013111815,7637,
7,C14H21N7,[M + H]+,C14H22N7+,,0.000,12.057,12.057,0.000,6,0.339,2.706,9.268,9.513,,288.196,784,13.064,745832844085299842,745741764013111815,7637,
8,C15H27F2NSi,[M + H]+,C15H28F2NSi+,,0.000,9.229,9.229,0.000,7,0.391,2.152,4.089,1.744,,288.196,784,13.064,745832844085299843,745741764013111815,7637,
9,C13H25F4NO,[M + H]+,C13H26F4NO+,,0.000,9.136,6.267,2.869,7,0.374,2.636,4.020,4.712,,288.196,784,13.064,745832844085299844,745741764013111815,7637,
10,C12H26N5OP,[M + H]+,C12H27N5OP+,,0.000,8.263,6.228,2.034,10,0.511,3.770,4.576,3.776,,288.196,784,13.064,745832844085299845,745741764013111815,7637,
1,C15H33NO,[M + H]+,C15H34NO+,,1.000,20.951,19.812,1.139,10,0.974,-2.017,5.809,5.800,,244.265,784,13.066,745832842470492610,745741714394485599,5161,
1,C6H19B4N2P,[M + Na]+,C6H19B4N2NaP+,,0.949,21.250,21.250,0.000,7,0.276,0.684,1.782,0.223,,213.170,784,13.072,745832842487269851,745741684598144011,3668,
2,C8H22N4O,[M + Na]+,C8H22N4NaO+,,0.050,18.304,18.304,0.000,9,0.143,3.066,5.650,4.782,,213.170,784,13.072,745832842487269852,745741684598144011,3668,
3,C10H24NO2,[M + Na]+,C10H24NNaO2+,,0.001,14.135,12.059,2.076,6,0.103,-1.159,3.668,-1.516,,213.170,784,13.072,745832842487269853,745741684598144011,3668,
1,C8H4O3,[M + H]+,C8H5O3+,,0.988,19.382,18.121,1.262,3,1.000,4.214,4.214,8.874,,149.025,785,13.077,745832845830130713,745741636242003827,1326,
2,C5H5FO4,[M + H]+,C5H6FO4+,,0.012,14.990,13.410,1.580,3,1.000,-6.762,6.762,1.205,,149.025,785,13.077,745832845830130714,745741636242003827,1326,
3,C3H3FN3O3,[M + H]+,C3H4FN3O3+,,0.000,8.221,8.221,0.000,3,1.000,6.575,6.575,10.215,,149.025,785,13.077,745832845830130715,745741636242003827,1326,
4,C4H7NO3P,[M + H]+,C4H8NO3P+,,0.000,3.170,3.052,0.118,3,1.000,1.148,1.884,6.789,,149.025,785,13.077,745832845830130716,745741636242003827,1326,
5,C6HFN4,[M + H]+,C6H2FN4+,,0.000,0.525,-0.468,0.993,0,0.000,-7.789,7.789,-7.769,,149.025,785,13.077,745832845830130717,745741636242003827,1326,
6,C7H5N2P,[M + H]+,C7H6N2P+,,0.000,-3.205,-4.513,1.308,0,0.000,-11.215,11.215,-11.195,,149.025,785,13.077,745832845830130718,745741636242003827,1326,
7,C3H3F5N,[M + H]+,C3H4F5N+,,0.000,-4.816,-4.816,0.000,0,0.000,-8.063,8.063,-8.044,,149.025,785,13.077,745832845830130719,745741636242003827,1326,
8,C11H2N,[M + H]+,C11H3N+,,0.000,-5.505,-5.505,0.000,0,0.000,-9.129,9.129,-9.110,,149.025,785,13.077,745832845830130720,745741636242003827,1326,
9,C3H8N3P2,[M + H]+,C3H9N3P2+,,0.000,-9.380,-9.380,0.000,0,0.000,-13.300,13.300,-13.280,,149.025,785,13.077,745832845830130721,745741636242003827,1326,
1,C9H6O3,[M + H]+,C9H7O3+,,0.998,23.750,22.361,1.388,6,0.990,-1.773,2.673,5.431,,163.040,785,13.077,745832845159041907,745741645922459279,1781,
2,C6H7FO4,[M + H]+,C6H8FO4+,,0.002,17.528,15.454,2.074,6,0.990,-13.029,13.029,-1.579,,163.040,785,13.077,745832845159041908,745741645922459279,1781,
3,C5H9NO3P,[M + H]+,C5H10NO3P+,,0.000,8.019,6.902,1.118,6,0.990,-5.262,5.262,3.525,,163.040,785,13.077,745832845159041909,745741645922459279,1781,
4,C3H7N4O2P,[M + H]+,C3H8N4O2P+,,0.000,2.722,2.722,0.000,6,0.990,5.925,8.487,11.760,,163.040,785,13.077,745832845159041910,745741645922459279,1781,
5,C7H3FN4,[M + H]+,C7H4FN4+,,0.000,0.414,-0.462,0.876,1,0.017,-8.764,8.764,-9.782,,163.040,785,13.077,745832845159041911,745741645922459279,1781,
6,C12H4N,[M + H]+,C12H5N+,,0.000,-3.598,-3.598,0.000,2,0.272,-7.771,7.771,-11.007,,163.040,785,13.077,745832845159041912,745741645922459279,1781,
7,C4H5F5N,[M + H]+,C4H6F5N+,,0.000,-5.013,-5.095,0.082,0,0.000,-10.008,10.008,-10.033,,163.040,785,13.077,745832845159041913,745741645922459279,1781,
1,C19H20O4,[M + H]+,C19H21O4+,,0.988,20.891,17.749,3.142,3,0.991,3.621,3.621,4.766,,313.145,785,13.077,745832871289557599,745741794375684527,9152,
2,C16H21FO5,[M + H]+,C16H22FO5+,,0.012,16.453,12.903,3.550,3,0.991,3.621,3.621,1.116,,313.145,785,13.077,745832871289557600,745741794375684527,9152,
3,C13H22F2O6,[M + H]+,C13H23F2O6+,,0.000,13.131,11.510,1.621,3,0.991,-4.048,4.048,-2.533,,313.145,785,13.077,745832871289557601,745741794375684527,9152,
4,C20H16N4,[M + H]+,C20H17N4+,,0.000,11.601,9.045,2.556,1,0.617,6.077,6.077,0.495,,313.145,785,13.077,745832871289557602,745741794375684527,9152,
5,C17H17FN4O,[M + H]+,C17H18FN4O+,,0.000,10.483,7.101,3.381,2,0.951,-3.473,9.550,-3.155,,313.145,785,13.077,745832871289557603,745741794375684527,9152,
6,C14H18F2N4O2,[M + H]+,C14H19F2N4O2+,,0.000,8.563,6.662,1.901,2,0.951,-3.473,9.550,-6.804,,313.145,785,13.077,745832871289557604,745741794375684527,9152,
7,C17H18N3O3,[M + H]+,C17H19N3O3+,,0.000,8.057,6.756,1.301,3,0.991,3.621,3.621,9.054,,313.145,785,13.077,745832871289557605,745741794375684527,9152,
8,C12H17FN6O3,[M + H]+,C12H18FN6O3+,,0.000,7.855,7.855,0.000,3,0.991,3.621,3.621,9.692,,313.145,785,13.077,745832871289557606,745741794375684527,9152,
9,C13H21N4O3P,[M + H]+,C13H22N4O3P+,,0.000,6.950,6.950,0.000,3,0.991,3.621,3.621,8.061,,313.145,785,13.077,745832871289557607,745741794375684527,9152,
10,C14H20F4O3,[M + H]+,C14H21F4O3+,,0.000,6.547,6.025,0.522,3,0.991,8.441,8.441,8.923,,313.145,785,13.077,745832871289557608,745741794375684527,9152,
1,C14H23O7P,[M + H]+,C14H24O7P+,,0.772,23.130,20.060,3.069,10,0.919,-1.359,3.414,0.397,,335.126,785,13.077,745832853719617241,745741821944850235,10531,
2,C21H18O4,[M + H]+,C21H19O4+,,0.088,20.959,18.933,2.026,9,0.709,-4.535,4.535,-6.673,,335.126,785,13.077,745832853719617242,745741821944850235,10531,
3,C16H18N2O6,[M + H]+,C16H19N2O6+,,0.070,20.729,18.477,2.252,10,0.919,-1.359,4.034,5.331,,335.126,785,13.077,745832853719617243,745741821944850235,10531,
4,C13H19FN2O7,[M + H]+,C13H20FN2O7+,,0.069,20.720,18.620,2.100,10,0.919,-1.359,3.414,1.921,,335.126,785,13.077,745832853719617244,745741821944850235,10531,
5,C17H14N6O2,[M + H]+,C17H15N6O2+,,0.000,14.663,12.212,2.451,8,0.757,-6.343,6.343,1.340,,335.126,785,13.077,745832853719617245,745741821944850235,10531,
6,C16H17FN3O4,[M + H]+,C16H18FN3O4+,,0.000,11.411,7.949,3.462,10,0.921,-4.320,7.527,-6.076,,335.126,785,13.077,745832853719617246,745741821944850235,10531,
7,C12H21N3O6P,[M + H]+,C12H22N3O6P+,,0.000,9.781,8.953,0.828,11,1.000,4.926,7.922,4.404,,335.126,785,13.077,745832853719617247,745741821944850235,10531,
8,C19H16N3O3,[M + H]+,C19H17N3O3+,,0.000,8.826,5.969,2.857,10,0.790,-2.207,7.527,-2.666,,335.126,785,13.077,745832853719617248,745741821944850235,10531,
9,C10H26NO7P2,[M + H]+,C10H27NO7P2+,,0.000,7.647,7.647,0.000,7,0.698,-0.830,1.803,-0.530,,335.126,785,13.077,745832853719617249,745741821944850235,10531,
10,C15H19N4O3P,[M + H]+,C15H20N4O3P+,,0.000,7.642,4.175,3.467,9,0.795,-6.961,6.961,-3.593,,335.126,785,13.077,745832853719617250,745741821944850235,10531,
1,C15H35N2,[M + H]+,C15H36N2+,,1.000,2.210,1.005,1.205,0,0.000,-8.967,8.967,-8.965,,244.285,785,13.080,745832844131437200,745741714432234343,5163,
1,C21H41N5O3,[M + H]+,C21H42N5O3+,,0.691,59.249,55.923,3.326,20,0.788,4.145,5.291,-1.110,,412.328,785,13.083,745832860690550693,745741919361773035,15057,
2,C23H43N2O4,[M + H]+,C23H44N2O4+,,0.309,58.445,55.313,3.132,24,0.620,1.420,4.364,-4.367,,412.328,785,13.083,745832860690550694,745741919361773035,15057,
3,C18H42FN5O4,[M + H]+,C18H43FN5O4+,,0.000,46.180,42.210,3.970,17,0.755,3.565,5.980,-3.882,,412.328,785,13.083,745832860690550695,745741919361773035,15057,
4,C23H45NO3Si,[M + H]+,C23H46NO3Si+,,0.000,34.545,34.545,0.000,16,0.552,5.419,6.006,8.759,,412.328,785,13.083,745832860690550696,745741919361773035,15057,
5,C17H37N11O,[M + H]+,C17H38N11O+,,0.000,25.152,24.131,1.021,25,0.831,2.685,5.732,5.402,,412.328,785,13.083,745832860690550697,745741919361773035,15057,
6,C19H40F3N5O,[M + H]+,C19H41F3N5O+,,0.000,23.939,21.618,2.321,21,0.731,2.148,5.826,4.818,,412.328,785,13.083,745832860690550698,745741919361773035,15057,
7,C24H45NO2S,[M + H]+,C24H46NO2S+,,0.000,21.986,21.986,0.000,16,0.510,1.241,6.936,8.201,,412.328,785,13.083,745832860690550699,745741919361773035,15057,
8,C21H42FN5Si,[M + H]+,C21H43FN5Si+,,0.000,15.913,15.913,0.000,18,0.733,3.291,7.301,2.744,,412.328,785,13.083,745832860690550700,745741919361773035,15057,
9,C20H45N5Si2,[M + H]+,C20H46N5Si2+,,0.000,14.583,14.583,0.000,21,0.740,3.287,6.200,-2.103,,412.328,785,13.083,745832860690550701,745741919361773035,15057,
10,C19H38FN9,[M + H]+,C19H39FN9+,,0.000,13.793,11.250,2.543,17,0.680,4.879,9.298,-7.126,,412.328,785,13.083,745832860690550702,745741919361773035,15057,
1,C16H24O2,[M + H]+,C16H25O2+,,0.992,48.763,47.949,0.814,13,0.925,2.729,3.570,4.285,,249.186,785,13.088,745832856592715558,745741718119028299,5348,
2,C13H25FO3,[M + H]+,C13H26FO3+,,0.008,43.908,41.164,2.744,14,0.952,-3.513,5.257,-0.302,,249.186,785,13.088,745832856592715559,745741718119028299,5348,
3,C12H28O3Si,[M + H]+,C12H29O3Si+,,0.000,23.217,23.217,0.000,11,0.541,0.876,4.490,-8.322,,249.186,785,13.088,745832856592715560,745741718119028299,5348,
4,C13H28O2S,[M + H]+,C13H29O2S+,,0.000,21.849,21.849,0.000,11,0.541,0.876,5.039,-9.244,,249.186,785,13.088,745832856592715561,745741718119028299,5348,
5,C14H22N3O,[M + H]+,C14H23N3O+,,0.000,18.462,18.462,0.000,11,0.827,5.842,6.182,9.673,,249.186,785,13.088,745832856592715562,745741718119028299,5348,
6,C12H27NO2P,[M + H]+,C12H28NO2P+,,0.000,14.035,11.741,2.293,13,0.922,2.854,3.701,3.038,,249.186,785,13.088,745832856592715563,745741718119028299,5348,
7,C9H24N6S,[M + H]+,C9H25N6S+,,0.000,0.088,0.088,0.000,5,0.315,5.039,5.416,1.533,,249.186,785,13.088,745832856592715564,745741718119028299,5348,
8,C11H26N3OS,[M + H]+,C11H27N3OS+,,0.000,-0.081,-0.081,0.000,11,0.541,4.875,6.065,-3.856,,249.186,785,13.088,745832856592715565,745741718119028299,5348,
9,C10H25N4OP,[M + H]+,C10H26N4OP+,,0.000,-1.183,-1.702,0.519,12,0.848,7.767,7.767,8.426,,249.186,785,13.088,745832856592715566,745741718119028299,5348,
10,C4H18N13,[M + H]+,C4H19N13+,,0.000,-9.352,-9.352,0.000,0,0.000,-9.146,9.146,-8.487,,249.186,785,13.088,745832856592715567,745741718119028299,5348,
1,C28H49NO12,[M + H]+,C28H50NO12+,,0.912,15.688,15.688,0.000,5,0.898,-1.331,1.895,-0.290,,592.333,785,13.089,745832869049799061,745742076467847538,22478,
2,C29H45N5O8,[M + H]+,C29H46N5O8+,,0.084,13.308,13.308,0.000,5,0.898,-2.460,2.460,-2.548,,592.333,785,13.089,745832869049799062,745742076467847538,22478,
3,C24H45N7O10,[M + H]+,C24H46N7O10+,,0.001,9.133,8.493,0.640,5,0.906,3.659,3.659,4.243,,592.333,785,13.089,745832869049799063,745742076467847538,22478,
4,C25H41N11O6,[M + H]+,C25H42N11O6+,,0.001,8.392,8.392,0.000,5,0.906,-0.204,1.430,1.986,,592.333,785,13.089,745832869049799064,745742076467847538,22478,
5,C25H50FNO13,[M + H]+,C25H51FNO13+,,0.000,7.980,5.070,2.910,4,0.854,-5.123,5.123,-2.220,,592.333,785,13.089,745832869049799065,745742076467847538,22478,
6,C26H48F3NO10,[M + H]+,C26H49F3NO10+,,0.000,7.449,6.240,1.209,4,0.854,2.521,2.521,3.837,,592.333,785,13.089,745832869049799066,745742076467847538,22478,
7,C27H44F3N5O6,[M + H]+,C27H45F3N5O6+,,0.000,6.892,6.892,0.000,5,0.906,-1.112,1.477,1.579,,592.333,785,13.089,745832869049799067,745742076467847538,22478,
8,C27H53NO9Si2,[M + H]+,C27H54NO9Si2+,,0.000,6.755,6.755,0.000,5,0.898,-1.677,1.677,-0.981,,592.333,785,13.089,745832869049799068,745742076467847538,22478,
9,C26H46FN5O9,[M + H]+,C26H47FN5O9+,,0.000,6.650,6.472,0.178,5,0.898,-3.812,3.812,-4.477,,592.333,785,13.089,745832869049799069,745742076467847538,22478,
10,C31H49NO8Si,[M + H]+,C31H50NO8Si+,,0.000,6.493,6.493,0.000,4,0.854,0.102,2.371,4.322,,592.333,785,13.089,745832869049799070,745742076467847538,22478,
1,C13H23FN3O3,[M + H]+,C13H24FN3O3+,,0.344,21.106,18.234,2.872,10,0.618,-1.247,5.839,-7.158,,289.178,787,13.117,745832877660705495,745741765464341287,7709,
2,C18H24O3,[M + H]+,C18H25O3+,,0.225,20.681,18.750,1.930,6,0.380,4.919,5.260,-7.849,,289.178,787,13.117,745832877660705496,745741765464341287,7709,
